previous_assessment_avg,recent_assessment_score,topic_wise_accuracy,quiz_completion_rate,attendance_percentage,assignment_completion_rate,study_session_completion_rate,avg_daily_study_time_minutes,late_submissions_count,integrity_events_count,weak_topics_count,assessment_attempt_count,risk_level
62.38,66.67,57.65,72.04,78.9,60.43,74.86,16.2,2,3,1,11,2
66.27,71.72,73.89,69.09,70.76,78.39,60.83,46.8,3,5,3,11,2
99.5,100.0,99.43,100.0,100.0,100.0,100.0,120.7,1,0,1,5,0
65.28,62.82,62.53,100.0,95.3,89.71,90.59,77.8,6,4,3,13,2
85.13,86.99,91.43,78.25,87.71,77.0,90.24,67.3,1,0,1,13,0
82.51,76.73,84.84,86.14,87.14,82.24,64.83,74.0,6,0,7,4,2
75.09,75.46,69.75,72.26,82.74,56.1,66.32,53.5,2,2,2,9,2
74.65,68.99,75.39,94.97,100.0,85.1,70.07,71.8,2,0,4,6,1
77.29,79.69,80.93,100.0,100.0,100.0,98.22,91.0,1,2,5,8,2
86.62,100.0,82.98,100.0,97.38,100.0,100.0,101.2,0,0,5,12,2
69.86,60.62,68.59,65.14,69.42,53.46,51.02,18.4,5,1,0,6,2
99.5,100.0,98.04,96.1,100.0,84.48,87.77,64.9,2,0,2,8,0
73.45,59.68,72.73,39.62,61.66,42.25,41.04,26.0,5,1,3,13,2
97.47,100.0,95.01,94.53,100.0,100.0,94.41,97.2,1,0,2,10,0
28.21,18.74,25.1,33.31,65.41,40.73,43.66,5.0,5,2,5,4,2
73.09,65.95,68.24,74.18,84.45,62.55,52.67,51.7,3,0,4,4,2
62.15,58.17,58.09,80.4,89.45,79.52,73.69,76.6,1,1,4,7,2
68.04,70.95,60.39,89.23,78.23,76.68,79.3,76.7,1,2,1,10,1
67.34,58.56,68.27,64.8,68.13,63.29,63.21,40.3,7,6,4,6,2
44.02,41.03,47.52,66.6,65.72,72.24,58.73,43.9,8,7,8,4,2
97.42,100.0,98.69,88.82,93.77,94.75,81.64,74.8,0,0,0,3,0
71.42,74.49,74.07,97.31,81.27,75.97,90.68,54.7,6,0,3,6,1
99.5,100.0,96.76,97.97,97.25,100.0,100.0,108.4,0,0,2,2,0
59.62,66.03,66.35,79.28,81.53,73.02,82.56,72.9,1,3,6,12,2
85.47,96.83,90.77,91.96,91.45,100.0,100.0,108.6,4,1,2,11,1
57.57,57.77,57.9,69.84,72.58,58.58,47.99,16.8,2,2,8,7,2
68.98,72.32,76.13,88.7,84.77,82.77,83.85,67.0,0,0,5,8,2
77.26,65.77,67.69,77.57,76.8,61.91,61.04,66.2,1,2,5,4,2
88.05,100.0,84.83,84.7,96.13,92.46,81.52,40.4,0,1,3,6,0
78.79,79.62,80.88,75.93,98.93,77.77,69.04,61.2,5,2,2,2,2
69.98,66.3,67.75,63.57,72.34,52.07,44.02,5.0,4,1,3,11,2
63.4,56.78,56.34,68.01,75.14,76.05,70.07,23.2,4,7,2,3,2
71.7,70.9,72.09,75.61,74.42,81.31,73.28,53.4,5,3,4,11,2
58.24,63.19,61.58,49.45,67.93,49.54,55.49,46.4,4,4,8,10,2
99.5,100.0,100.0,77.54,89.16,95.08,79.21,68.2,3,0,3,10,0
90.45,89.11,85.53,87.75,92.39,73.15,65.13,47.6,3,1,5,9,2
90.63,100.0,92.56,79.14,100.0,91.11,88.54,85.2,4,1,2,11,1
68.73,58.07,65.88,75.5,70.71,58.75,50.25,46.2,5,2,5,8,2
95.77,84.89,96.07,80.78,87.49,72.59,85.62,71.5,4,1,2,7,1
72.7,60.48,71.69,87.15,90.47,78.4,82.16,44.3,5,1,5,9,2
64.8,72.45,65.74,89.85,79.99,73.94,74.84,69.3,3,2,7,8,2
99.5,99.84,100.0,92.93,92.3,90.55,95.7,100.7,3,0,2,7,0
38.51,31.23,33.66,56.53,66.89,47.11,42.37,21.3,8,2,10,4,2
55.21,63.32,56.64,68.47,69.76,78.77,59.95,61.5,1,3,4,5,2
97.35,100.0,97.11,88.13,98.27,100.0,87.2,97.7,2,0,0,7,0
84.97,76.89,79.33,82.17,85.37,81.05,72.29,44.6,3,0,2,5,1
81.37,96.44,90.03,89.92,86.53,97.11,88.93,69.4,2,2,6,6,2
85.21,88.98,90.36,100.0,99.97,91.3,83.51,73.1,1,3,2,8,1
93.87,100.0,94.6,100.0,94.13,100.0,99.1,92.0,3,0,4,2,0
75.01,62.93,71.12,49.89,71.03,43.68,49.13,5.0,7,1,5,8,2
99.5,92.9,95.45,93.98,88.54,95.87,74.97,65.7,1,0,2,6,0
80.23,83.19,77.6,81.1,86.97,72.87,82.31,85.1,5,1,1,6,1
64.27,53.01,55.63,78.52,74.31,79.08,71.51,48.6,6,3,6,2,2
83.87,83.33,90.66,81.43,84.48,66.53,76.7,57.5,4,1,2,6,1
56.72,64.44,56.68,56.61,74.0,49.13,49.59,52.6,6,0,4,7,2
73.71,78.83,78.2,75.53,82.62,86.36,56.13,41.8,3,2,1,8,1
96.21,100.0,99.21,100.0,100.0,100.0,100.0,103.4,0,0,5,5,2
87.53,83.52,81.24,92.81,89.75,93.35,92.63,78.0,4,1,7,3,2
49.77,45.7,49.92,62.76,69.09,51.2,63.13,29.0,3,1,5,3,2
51.26,40.93,48.52,63.21,74.47,55.93,43.85,49.2,6,1,6,8,2
25.99,32.04,28.2,57.01,60.97,67.18,46.39,14.3,4,3,8,11,2
83.12,84.07,81.74,100.0,100.0,94.75,86.77,76.7,6,2,4,7,2
46.81,35.84,42.63,44.82,64.23,49.21,60.89,43.0,2,5,3,12,2
47.77,44.35,48.36,60.97,83.22,63.92,61.06,47.1,0,0,2,8,2
83.04,79.4,78.21,77.72,80.01,82.52,82.14,57.1,5,2,1,13,2
90.46,91.94,96.77,74.65,80.22,73.12,70.35,46.9,1,3,1,4,1
83.14,100.0,92.29,84.82,86.15,92.4,68.75,81.8,2,0,5,6,2
81.31,86.2,73.55,86.2,93.5,99.52,93.59,59.8,5,0,0,12,1
99.5,100.0,98.79,100.0,100.0,100.0,100.0,123.3,2,0,2,4,0
38.56,29.75,43.73,36.72,69.44,45.88,28.0,13.0,5,5,7,12,2
99.07,94.49,98.76,97.35,97.66,83.89,100.0,89.8,3,0,0,8,0
99.5,100.0,96.79,100.0,100.0,100.0,100.0,91.1,1,1,1,7,0
81.57,99.4,90.9,83.57,88.68,87.31,91.52,77.6,2,0,5,9,2
99.5,100.0,91.22,87.53,91.13,78.9,77.52,66.2,6,0,3,3,1
51.68,49.9,52.08,38.49,65.42,46.22,49.55,19.3,7,3,3,9,2
57.45,57.79,55.58,78.21,73.54,89.56,85.95,86.9,2,1,8,8,2
99.5,100.0,99.86,86.59,88.34,82.17,78.07,75.5,3,0,0,5,0
16.51,8.75,10.0,53.27,55.48,50.66,44.27,26.9,6,4,10,2,2
59.85,68.81,61.53,31.38,59.17,38.07,36.21,5.0,2,1,2,3,2
91.05,90.78,80.5,83.59,88.63,67.4,69.76,72.6,1,1,4,7,1
32.55,19.04,24.94,40.43,44.42,36.77,49.58,5.0,6,3,5,4,2
93.26,97.33,95.29,100.0,94.41,100.0,98.02,88.8,0,2,2,8,0
20.15,18.21,23.87,58.07,56.76,55.75,40.86,23.7,8,7,9,9,2
43.93,21.73,45.35,100.0,83.97,87.88,100.0,61.2,1,3,5,12,2
59.94,58.17,55.99,51.49,72.44,51.51,45.4,38.2,3,2,5,4,2
89.54,78.09,87.21,93.9,100.0,100.0,100.0,86.3,1,2,4,5,1
48.58,57.58,50.65,77.54,66.22,69.68,57.24,78.2,6,5,3,7,2
84.72,76.48,80.39,96.27,96.46,94.16,87.02,87.4,0,1,4,9,1
98.74,96.12,98.1,100.0,84.13,78.76,88.56,81.2,3,0,7,2,2
86.13,73.83,80.83,91.77,91.17,87.18,80.28,43.3,6,3,2,13,2
66.54,78.47,78.54,77.52,79.28,71.06,63.6,73.5,4,2,7,6,2
82.12,87.25,82.87,99.06,93.95,96.0,94.99,69.4,1,0,4,12,0
35.76,39.7,32.68,21.53,50.24,21.85,21.44,5.0,5,2,6,3,2
73.97,94.6,82.54,90.67,85.07,92.56,100.0,89.5,1,1,7,12,2
99.5,100.0,95.39,65.03,100.0,87.37,100.0,31.9,3,0,0,7,0
90.74,81.35,85.7,76.63,82.61,69.3,84.46,63.2,2,1,4,13,1
99.5,100.0,100.0,100.0,87.56,100.0,97.73,88.5,0,0,3,2,0
65.68,73.2,67.54,64.93,69.81,62.68,52.9,14.3,7,2,7,3,2
52.0,52.13,54.13,65.52,88.93,59.81,65.03,34.4,4,0,5,3,2
84.15,84.86,83.58,74.35,98.46,89.07,83.52,77.1,2,0,5,12,2
40.5,36.26,39.93,51.28,53.55,38.72,33.69,33.9,1,4,7,6,2
91.08,97.87,90.88,99.74,99.66,84.78,75.04,62.7,2,1,3,9,1
54.71,42.32,53.25,65.43,85.51,62.18,62.65,63.2,4,0,8,9,2
67.0,58.2,58.38,48.68,62.44,53.74,37.98,42.8,2,4,3,7,2
99.5,100.0,96.49,86.09,100.0,100.0,99.68,80.7,3,0,2,5,0
65.9,69.94,67.76,62.02,73.6,66.85,49.3,31.0,5,1,4,9,2
64.81,64.89,68.14,66.73,77.99,58.44,69.28,30.3,3,1,5,4,2
85.97,86.69,87.09,91.69,99.11,88.24,97.57,78.6,3,1,2,11,1
85.78,90.59,89.66,100.0,100.0,100.0,96.13,81.8,1,0,4,8,0
94.19,93.24,88.96,87.1,95.75,89.45,74.9,78.4,1,0,2,13,0
72.52,72.91,71.4,76.8,79.59,75.97,89.87,67.8,3,3,5,10,2
69.38,76.43,73.01,67.06,85.87,85.25,73.36,71.2,1,1,5,4,2
81.57,93.5,86.33,56.07,72.77,36.58,49.15,21.9,5,3,3,6,2
64.36,56.13,56.91,76.26,84.07,80.12,63.43,47.4,2,0,6,7,2
99.5,100.0,96.32,82.66,92.48,71.48,92.23,54.8,2,1,1,9,0
77.03,79.35,77.38,82.99,85.4,73.62,50.16,34.5,2,1,4,9,1
97.7,88.0,97.0,85.42,82.71,78.08,68.13,85.8,3,0,1,2,1
95.96,98.94,100.0,100.0,100.0,93.77,97.41,74.3,2,0,0,7,0
52.06,48.53,46.35,72.94,72.68,77.7,51.55,57.1,4,1,5,5,2
45.96,39.55,43.73,48.59,67.2,46.76,49.07,39.8,4,3,5,3,2
69.46,78.85,68.95,73.93,85.09,89.12,81.74,46.1,3,6,3,12,2
96.38,100.0,97.66,94.11,100.0,99.84,98.53,109.5,1,0,1,6,0
66.04,80.47,69.98,100.0,94.39,96.8,100.0,94.2,3,2,4,2,1
96.0,100.0,99.16,81.97,94.07,84.63,79.75,89.6,2,1,2,9,0
51.64,55.47,45.14,77.02,77.72,87.11,90.46,73.9,1,3,5,11,2
63.22,77.28,67.23,64.27,82.33,70.33,62.36,59.9,2,0,3,11,1
85.25,81.22,84.15,87.82,96.18,83.64,93.44,78.2,4,2,1,9,1
99.5,100.0,100.0,95.35,100.0,86.41,100.0,64.6,4,0,1,7,0
92.06,87.6,91.68,93.09,100.0,87.83,89.39,79.7,5,0,2,9,1
25.55,10.2,20.35,62.34,67.31,51.96,73.42,11.0,6,3,9,8,2
84.57,91.4,92.19,74.18,97.75,81.93,63.24,53.3,3,1,4,12,1
90.55,76.58,90.56,75.09,80.74,71.3,78.22,31.6,4,0,1,11,1
85.94,90.05,86.67,100.0,100.0,100.0,97.53,86.8,1,0,4,11,0
62.68,70.36,63.52,64.27,82.42,64.35,48.86,34.4,4,2,5,12,2
97.55,97.99,98.52,97.42,99.26,96.55,100.0,69.0,1,0,7,8,2
60.54,71.37,67.89,71.6,66.3,69.64,48.24,29.6,6,7,6,3,2
93.4,79.4,88.25,96.45,91.82,92.0,75.09,71.9,5,1,3,7,1
66.37,69.67,63.27,61.42,74.17,68.6,58.36,8.2,5,1,3,10,2
77.91,71.16,79.18,84.7,92.06,82.5,93.56,66.9,5,1,3,3,2
51.87,49.76,52.65,66.08,80.13,63.76,65.44,56.0,1,3,8,10,2
22.45,14.84,26.59,44.88,55.7,26.67,19.53,5.0,8,3,7,6,2
85.77,88.25,83.72,82.54,100.0,100.0,88.12,72.9,0,0,3,4,0
92.12,90.54,92.47,67.55,93.8,66.35,69.08,57.8,3,3,0,8,1
85.09,72.79,82.15,72.09,78.73,65.18,54.6,61.7,6,1,4,4,2
85.83,100.0,90.32,100.0,97.97,79.11,81.8,97.3,1,1,0,6,0
91.96,83.97,85.13,88.71,90.18,79.65,85.68,69.6,2,0,2,6,0
99.5,91.83,97.71,84.58,94.87,81.99,82.24,88.2,1,1,0,5,0
99.5,100.0,97.97,100.0,100.0,100.0,100.0,145.2,1,0,0,12,0
82.09,81.8,82.09,77.56,86.3,94.1,88.03,89.2,2,1,1,8,1
99.5,100.0,99.86,100.0,100.0,98.58,95.9,88.5,0,0,1,3,0
68.58,70.77,65.18,100.0,96.9,100.0,100.0,86.4,0,3,5,12,2
36.88,32.16,33.35,51.86,68.59,54.62,43.88,28.7,4,3,8,5,2
81.3,88.76,82.5,100.0,90.8,100.0,89.32,100.5,0,0,7,13,2
98.48,100.0,99.33,100.0,100.0,97.48,100.0,70.5,1,0,2,8,0
80.76,80.51,82.57,86.05,95.94,92.16,86.15,71.5,8,0,1,6,1
55.63,42.01,51.74,69.0,69.44,74.85,59.82,53.0,3,3,10,11,2
86.51,89.1,90.98,97.15,100.0,100.0,99.47,108.5,1,1,8,8,2
90.39,100.0,94.67,100.0,100.0,92.87,89.85,91.8,1,1,2,6,0
85.99,92.96,96.63,88.0,100.0,97.19,92.23,63.4,3,0,2,12,0
74.53,76.73,76.93,100.0,88.28,83.21,84.91,82.4,0,3,5,8,2
83.75,88.08,80.06,89.14,90.16,83.74,98.26,63.7,1,1,4,6,1
78.29,72.09,74.39,57.93,80.13,51.36,59.03,15.6,6,3,4,5,2
58.89,65.3,74.1,63.12,72.46,70.56,73.88,82.7,1,1,7,5,2
81.08,81.45,75.86,69.81,83.24,69.7,61.3,16.8,3,2,3,5,2
63.38,57.27,62.97,64.3,72.13,64.63,64.55,33.4,3,2,4,4,2
76.42,85.0,88.72,91.26,86.4,87.64,88.93,74.8,3,1,4,10,1
96.34,100.0,92.82,86.78,85.0,86.36,100.0,92.9,1,0,2,8,0
70.29,62.92,73.84,76.07,85.67,81.72,76.8,55.8,4,0,2,13,1
72.49,61.47,74.65,62.63,68.69,47.78,49.15,30.0,1,1,1,7,2
82.29,100.0,87.96,82.76,90.0,92.94,100.0,94.0,0,0,1,13,0
71.96,72.58,64.73,56.15,75.31,58.11,53.11,32.4,3,1,1,4,2
92.24,100.0,97.7,87.83,98.22,100.0,93.9,101.1,1,0,3,12,0
63.47,70.29,65.79,68.75,81.8,77.79,67.58,73.0,1,3,5,8,2
47.15,45.09,45.7,52.28,64.79,61.83,40.43,21.3,3,6,8,2,2
66.95,47.01,62.14,56.28,68.7,51.91,54.02,50.9,3,1,3,8,2
44.02,32.51,39.78,66.96,68.37,69.7,53.91,23.8,0,3,4,13,2
72.44,77.5,68.11,81.08,86.23,82.17,66.85,67.7,4,2,3,8,2
55.15,51.89,53.54,93.52,80.13,92.32,96.37,48.1,3,3,6,10,2
76.72,77.11,78.41,87.21,84.04,74.96,81.66,79.0,3,1,2,7,1
85.27,100.0,92.93,100.0,100.0,100.0,100.0,139.3,1,0,2,13,0
45.39,38.49,47.96,42.33,63.62,44.86,23.66,13.4,7,0,7,6,2
60.56,61.18,53.12,58.38,72.27,69.06,78.99,45.4,3,1,3,7,2
98.45,100.0,100.0,84.45,85.31,71.72,68.52,83.9,4,0,3,7,1
99.5,100.0,98.24,100.0,100.0,97.66,100.0,95.2,0,0,1,13,0
34.61,19.56,29.72,29.22,37.97,20.87,6.51,5.0,9,2,7,5,2
65.83,78.62,74.25,90.5,88.27,94.03,87.1,77.1,0,1,6,10,2
99.5,100.0,96.73,100.0,94.33,100.0,100.0,85.8,0,0,0,6,0
86.74,91.77,87.2,81.06,100.0,99.94,81.14,71.9,1,1,3,12,0
92.03,100.0,97.39,87.08,98.7,97.66,87.38,70.0,0,0,2,5,0
87.9,90.92,86.76,76.76,82.63,79.95,82.86,98.0,2,1,2,8,1
76.3,74.96,77.2,84.42,80.38,84.82,50.54,63.7,5,0,4,9,2
90.94,82.04,83.33,76.74,85.55,71.0,80.53,46.9,2,1,2,7,1
63.29,58.05,66.22,73.43,69.95,64.33,68.21,35.6,2,3,6,7,2
18.99,8.0,17.9,51.4,50.15,42.4,57.37,19.2,1,4,5,11,2
99.5,100.0,96.7,100.0,100.0,100.0,100.0,127.4,0,0,0,3,0
99.5,100.0,100.0,84.83,94.54,74.18,83.46,71.4,2,0,4,9,1
33.94,35.28,36.2,64.02,57.32,65.85,54.06,51.5,2,1,9,6,2
87.69,83.35,82.29,88.3,96.97,82.82,92.12,72.0,5,0,4,10,1
88.1,92.0,92.39,80.86,83.15,80.18,73.79,65.7,2,4,4,2,2
50.38,53.85,54.61,78.38,67.37,69.98,62.09,65.7,3,3,7,4,2
31.65,24.1,22.5,59.07,51.45,38.81,20.34,16.9,5,4,5,9,2
57.7,60.96,49.28,69.25,82.39,73.55,69.93,23.0,2,5,11,4,2
75.38,77.98,74.81,79.54,77.75,71.59,71.43,54.8,1,1,5,8,2
58.16,37.18,47.3,71.02,78.05,65.88,64.77,33.0,2,0,4,2,2
70.86,60.33,69.46,60.31,66.64,59.76,58.56,52.2,3,1,1,12,2
93.22,100.0,93.18,97.09,100.0,83.93,88.31,85.6,2,0,0,8,0
52.92,59.22,52.96,97.17,80.66,79.08,77.83,76.8,2,2,3,6,2
86.05,84.16,92.64,88.51,94.76,89.65,76.77,58.1,1,0,0,7,0
81.84,85.63,88.38,74.47,78.59,72.56,75.25,48.6,3,2,4,5,2
87.82,86.72,81.37,41.58,84.39,47.58,44.42,5.0,8,0,3,6,2
85.11,100.0,96.24,91.26,100.0,84.36,83.54,73.9,1,0,1,5,0
88.68,85.94,93.98,83.27,71.86,85.32,68.52,54.7,3,1,3,3,1
19.94,8.0,14.92,44.27,58.79,43.21,20.19,24.1,5,5,8,6,2
24.26,10.93,17.71,41.33,51.79,25.02,44.25,5.0,5,2,4,3,2
63.17,54.82,52.52,74.26,73.7,68.91,42.19,19.0,4,1,4,3,2
58.89,46.65,48.95,51.26,64.42,43.99,42.27,25.3,7,2,2,13,2
68.04,73.28,69.67,90.97,91.23,84.42,92.25,63.0,2,4,2,3,2
99.13,100.0,97.66,84.05,95.48,100.0,83.88,97.2,0,0,2,10,0
83.69,87.13,83.71,96.45,83.83,89.37,94.93,113.7,1,0,4,2,1
93.38,100.0,97.41,70.14,78.36,52.73,62.85,33.9,3,1,4,2,1
85.38,81.01,90.91,92.46,87.69,93.87,72.99,35.0,3,0,1,7,1
59.75,58.57,57.03,53.18,70.11,60.43,50.71,37.1,2,3,3,4,2
93.57,90.59,90.18,96.82,96.52,100.0,90.92,91.8,0,0,4,11,0
84.81,93.09,87.51,85.1,84.77,80.41,80.24,61.9,5,1,2,2,1
99.5,100.0,98.73,87.23,99.51,93.18,100.0,99.7,1,0,1,3,0
81.94,80.87,88.4,97.6,98.97,89.08,89.45,84.9,1,2,4,7,1
38.3,22.02,31.41,41.6,44.12,22.53,25.76,5.0,5,2,9,6,2
92.2,98.65,98.38,77.02,91.46,75.57,74.56,50.4,2,3,3,12,1
99.5,100.0,100.0,99.44,97.69,81.22,90.75,72.5,1,0,1,12,0
91.63,100.0,100.0,100.0,98.65,96.39,100.0,87.9,1,0,4,6,0
72.41,61.38,67.58,69.02,70.74,64.36,67.11,37.0,4,3,4,10,2
68.46,79.94,71.05,95.8,94.92,86.32,81.26,73.1,2,2,4,2,1
64.88,83.42,68.19,77.92,73.15,60.52,65.99,48.9,3,0,5,8,2
83.24,88.02,85.56,73.94,90.49,74.5,76.87,90.3,7,0,0,7,1
99.5,98.41,92.86,88.14,96.0,88.37,87.0,69.3,1,0,5,13,2
52.08,36.08,55.04,39.64,53.64,26.82,9.28,5.0,2,4,2,2,2
79.42,78.02,76.8,77.75,76.68,76.58,66.7,57.8,4,1,2,4,1
76.02,80.76,78.07,76.97,77.9,68.82,63.18,45.6,5,2,3,7,2
74.55,62.81,71.27,68.76,94.43,70.98,62.11,47.1,1,1,4,5,1
89.72,91.02,85.51,93.07,99.6,91.65,78.65,78.5,2,0,1,5,0
99.5,100.0,100.0,100.0,100.0,100.0,100.0,98.5,0,0,2,4,0
90.28,100.0,95.96,93.87,94.84,82.3,68.08,48.2,2,1,1,13,0
67.42,75.43,69.46,59.63,70.04,37.66,48.31,31.0,6,2,2,8,2
87.12,91.64,90.46,100.0,100.0,100.0,100.0,84.1,2,0,1,13,0
38.45,24.45,32.9,53.11,65.12,56.54,55.48,15.4,4,1,6,5,2
66.6,69.46,67.73,80.4,96.21,74.93,79.71,86.5,0,1,5,3,2
77.08,76.38,74.24,66.72,85.65,67.17,71.23,51.0,4,1,1,11,1
58.8,69.1,63.3,83.29,84.45,73.83,73.58,48.2,1,3,5,6,2
62.85,60.53,63.76,86.68,84.75,74.83,74.15,52.6,2,3,3,6,2
50.65,40.33,43.53,54.7,70.95,66.36,64.03,31.5,5,2,4,5,2
64.12,65.05,65.72,76.38,92.48,79.54,75.29,73.6,6,3,9,4,2
61.11,58.49,52.5,84.47,75.55,75.82,64.09,45.0,3,5,11,2,2
90.69,89.22,95.21,76.88,91.3,82.19,66.73,53.9,6,1,3,9,1
73.36,68.55,66.74,76.54,86.35,90.25,83.64,49.5,1,3,5,6,2
70.09,64.93,61.33,99.63,87.16,96.17,89.87,89.4,2,2,2,2,1
91.94,100.0,93.11,93.98,97.84,90.15,86.84,72.8,2,1,1,9,0
84.62,92.08,88.48,98.36,80.62,94.83,98.39,71.2,1,3,8,8,2
41.21,28.33,35.25,54.25,64.43,44.17,31.65,5.0,1,6,11,8,2
51.03,52.57,54.99,56.48,74.51,52.47,52.91,24.8,2,5,7,7,2
98.28,82.1,91.3,67.26,80.32,64.62,59.0,30.4,2,1,0,4,1
99.5,99.22,98.73,87.22,94.48,77.14,73.66,65.5,5,0,3,10,1
99.5,100.0,99.31,94.36,97.13,96.95,89.96,101.2,3,0,3,12,0
88.9,100.0,100.0,92.19,100.0,100.0,100.0,103.2,3,1,2,12,0
64.96,50.43,57.97,30.46,63.99,30.66,19.75,5.0,4,3,6,11,2
99.5,100.0,100.0,83.19,100.0,85.46,84.36,56.9,1,0,1,3,0
99.5,95.82,100.0,77.53,99.79,67.94,81.9,62.0,3,0,1,8,0
58.44,67.12,57.22,72.49,87.3,75.42,77.0,77.8,1,2,3,7,2
99.5,100.0,100.0,100.0,92.69,90.67,100.0,100.1,1,1,0,6,0
74.57,70.44,70.78,90.65,88.48,85.82,92.12,96.6,2,3,4,4,2
73.75,74.2,74.76,83.75,85.06,68.47,63.25,52.9,2,0,2,4,1
64.14,66.31,58.81,59.62,80.59,62.77,62.59,42.5,2,4,6,11,2
31.56,15.15,25.24,42.03,55.59,44.58,5.0,8.4,7,4,4,5,2
92.73,100.0,100.0,100.0,87.77,100.0,97.72,74.1,0,0,2,6,0
89.74,91.24,87.47,89.38,100.0,100.0,100.0,93.2,3,0,2,10,0
83.24,78.53,84.79,81.77,84.07,91.43,78.16,93.4,1,1,3,7,1
46.91,37.8,44.32,51.72,57.96,38.55,39.81,22.7,4,3,7,12,2
54.06,48.58,50.24,80.06,80.22,68.07,65.59,73.4,7,3,4,4,2
58.78,59.32,64.24,54.87,68.35,49.21,32.07,42.1,4,2,2,5,2
66.66,69.03,66.12,84.61,92.48,88.02,90.56,37.7,4,0,1,10,1
43.73,54.81,48.19,53.78,54.22,43.06,41.04,29.4,0,1,7,7,2
92.92,94.19,94.75,90.08,99.09,97.03,86.96,56.4,1,0,3,8,0
85.93,88.85,92.32,70.0,75.14,68.21,61.91,61.6,3,1,5,2,2
79.85,81.74,79.41,79.76,97.35,89.41,86.37,64.5,4,1,4,4,1
66.75,55.38,71.87,73.69,81.48,74.49,69.06,46.1,4,0,4,10,2
67.88,77.49,64.76,72.02,69.72,51.13,59.38,30.8,5,2,9,3,2
40.53,38.0,37.57,57.03,66.39,56.94,60.44,43.9,5,5,2,8,2
66.0,52.16,66.09,43.82,68.28,51.55,38.53,40.9,6,4,5,8,2
99.5,100.0,97.81,100.0,100.0,100.0,91.85,130.0,2,1,2,10,0
84.41,92.57,88.59,67.86,75.38,79.41,78.04,45.7,4,1,4,5,2
66.86,58.15,60.09,70.83,75.06,58.55,62.89,40.9,4,1,5,5,2
99.5,100.0,94.4,78.44,100.0,80.13,80.04,84.1,3,0,1,4,0
84.45,99.77,88.59,92.74,96.24,100.0,100.0,99.6,2,0,5,2,2
92.64,100.0,98.85,100.0,100.0,100.0,100.0,92.2,0,0,3,3,0
83.28,87.4,82.82,80.1,87.05,66.31,75.06,68.6,6,1,4,3,2
58.18,58.36,58.28,90.5,92.38,79.94,68.77,61.4,3,0,5,10,2
54.41,33.87,44.99,45.99,54.71,52.9,42.17,11.5,4,0,8,12,2
94.02,99.27,99.13,98.35,95.41,100.0,100.0,105.0,2,1,2,9,0
43.88,29.96,32.56,52.01,50.66,23.13,17.44,5.0,4,2,6,9,2
95.17,98.1,96.22,90.7,100.0,100.0,77.3,65.5,3,1,0,11,0
70.34,66.05,67.7,68.87,80.36,69.4,70.75,54.3,5,1,3,4,2
96.18,100.0,94.38,100.0,100.0,100.0,100.0,127.6,0,0,4,10,0
83.65,86.48,89.97,98.66,100.0,100.0,100.0,81.7,1,0,4,7,0
75.73,81.33,71.3,88.47,74.06,53.02,68.16,56.8,2,1,1,3,1
39.21,39.04,40.98,68.66,64.26,40.35,49.61,37.1,6,1,9,13,2
27.16,15.1,24.78,53.73,58.25,52.28,40.8,38.8,2,4,9,9,2
99.5,100.0,98.5,85.19,100.0,96.56,95.91,80.1,2,0,1,12,0
84.48,83.97,92.45,91.18,100.0,98.6,83.72,72.1,3,0,2,5,0
65.03,60.79,65.53,75.72,86.68,98.14,99.75,84.1,1,1,2,13,1
72.1,81.16,73.06,80.59,93.89,77.63,78.39,57.2,2,0,5,6,2
72.36,71.46,74.86,96.36,91.41,79.27,74.21,59.5,1,2,5,12,2
53.08,56.25,52.78,85.4,85.67,81.67,83.41,48.4,4,4,6,5,2
70.82,65.23,67.46,94.84,92.66,78.56,87.85,83.2,1,0,6,3,2
56.99,52.57,60.2,75.02,84.69,64.64,51.55,26.5,4,0,7,2,2
89.84,94.39,94.12,100.0,83.56,100.0,90.29,104.9,1,0,4,13,0
48.26,39.53,49.62,55.18,68.64,59.52,51.1,14.6,3,3,2,7,2
87.59,91.55,79.54,100.0,100.0,100.0,100.0,75.7,3,1,1,7,0
78.71,81.69,81.66,82.17,83.51,87.86,82.17,92.0,3,1,5,3,2
73.8,81.52,83.22,88.34,78.77,66.19,70.08,54.5,6,1,6,3,2
64.08,56.93,57.29,71.54,82.1,79.72,60.77,57.1,3,2,3,3,2
98.69,86.51,95.16,100.0,100.0,97.43,97.97,79.7,1,0,3,3,0
60.9,69.36,63.64,70.51,82.16,67.79,69.67,66.7,1,3,1,3,2
68.97,63.86,70.33,69.52,79.5,77.57,66.36,51.1,4,2,2,6,2
85.19,88.33,84.63,100.0,100.0,100.0,100.0,68.4,1,0,4,10,0
77.01,78.83,81.32,100.0,94.88,100.0,87.74,84.1,1,1,2,11,0
46.79,27.1,38.59,27.43,52.5,30.79,28.06,9.3,5,2,3,13,2
76.42,71.77,85.97,74.46,73.59,69.59,64.42,34.5,4,1,5,13,2
80.07,80.32,82.07,72.03,100.0,83.78,88.11,47.8,0,0,6,11,2
19.52,17.36,28.3,68.11,60.04,58.6,51.0,21.0,8,5,4,11,2
89.92,89.12,92.66,78.65,85.31,82.91,78.25,101.0,1,0,1,8,0
51.57,27.04,41.18,54.43,68.94,52.75,50.42,39.9,6,4,4,4,2
